URL,Suburb ,Postcode,Address,Latitude,Longitude,Bedroom,Bathroom ,Type ,Car Park space,Last sold date,Land size,Y = Sold price
property-house-vic-thornbury-125266246,Thornbury,3071,221 Mansfield Street,-37.75786,145.016917,4.0,2.0,house,2.0,2017-05-13,464.0,"$1,635,000"
property-house-vic-thornbury-124979934,Thornbury,3071,129 Collins Street,-37.755363,145.015266,3.0,2.0,house,4.0,2017-04-08,584.0,"$1,345,000"
property-house-vic-thornbury-124769734,Thornbury,3071,33 Wales Street,-37.763291,145.008617,3.0,1.0,house,1.0,2017-03-18,409.0,"$1,245,000"
property-house-vic-thornbury-123858190,Thornbury,3071,120 Normanby Avenue,-37.758068,144.989261,3.0,1.0,house,3.0,2016-11-12,440.0,"$1,265,000"
property-house-vic-thornbury-123554638,Thornbury,3071,125 Keon Street,-37.75183,144.98449,3.0,2.0,house,2.0,2016-10-09,736.0,"$1,390,000"
property-house-vic-thornbury-123414042,Thornbury,3071,50 Leinster Grove,-37.760216,144.987884,3.0,1.0,house,2.0,2016-09-17,555.0,"$1,110,000"
property-house-vic-thornbury-123413874,Thornbury,3071,48 Leinster Grove,-37.760358,144.987856,3.0,1.0,house,2.0,2016-09-17,411.0,"$920,000"
property-house-vic-thornbury-122827002,Thornbury,3071,535 St Georges Road,-37.752253,144.994486,2.0,1.0,house,1.0,2016-06-25,229.0,"$745,000"
property-house-vic-thornbury-122584674,Thornbury,3071,119 Rennie Street,-37.75275,144.984754,3.0,1.0,house,3.0,2016-05-28,705.0,"$1,210,000"
property-unit-vic-reservoir-150929348,Reservoir,3073,1/25 Cheddar Road,-37.71138665,145.0108136,2.0,1.0,unit,1.0,2026-05-07,250.0,"$633,000"
property-house-vic-reservoir-150803804,Reservoir,3073,29 Claremont Crescent,-37.695243,144.979402,4.0,2.0,house,4.0,2026-05-02,615.0,"$1,000,000"
property-house-vic-reservoir-150805848,Reservoir,3073,28 Strathmerton Street,-37.716167,145.019674,3.0,1.0,house,2.0,2026-05-02,611.0,"$820,000"
property-townhouse-vic-reservoir-150769292,Reservoir,3073,3/35 Whitelaw Street,-37.71405477,145.0153858,3.0,3.0,townhouse,2.0,2026-05-02,160.0,"$715,000"
property-house-vic-reservoir-150971924,Reservoir,3073,13 Mccasker Avenue,-37.703853,145.003986,4.0,2.0,house,4.0,2026-05-01,928.0,"$2,292,000"
property-unit-vic-reservoir-150774552,Reservoir,3073,2/3 View Street,-37.71960838,144.9921267,2.0,1.0,unit,1.0,2026-04-29,169.0,"$705,000"
property-house-vic-reservoir-150833152,Reservoir,3073,5 Pratt Street,-37.710988,145.010215,3.0,1.0,house,8.0,2026-04-27,635.0,"$1,070,000"
property-house-vic-reservoir-150879368,Reservoir,3073,160 Broadway,-37.717457,145.015476,3.0,1.0,house,2.0,2026-04-27,636.0,"$950,000"
property-house-vic-reservoir-150801260,Reservoir,3073,22 Merrilands Road,-37.695442,145.007013,3.0,1.0,house,2.0,2026-04-25,888.0,"$900,500"
property-house-vic-reservoir-150712416,Reservoir,3073,2/8 Loddon Avenue,-37.72319274,145.0268308,3.0,1.0,house,2.0,2026-04-25,299.0,"$730,000"
property-house-vic-reservoir-150689828,Reservoir,3073,12 Crispe Street,-37.728197,144.994528,3.0,1.0,house,2.0,2026-04-18,627.0,"$1,180,000"
property-house-vic-reservoir-150682008,Reservoir,3073,19 Pershing Street,-37.725492,144.993965,3.0,1.0,house,4.0,2026-04-18,789.0,"$1,150,000"
property-house-vic-reservoir-150682004,Reservoir,3073,34 Andrews Avenue,-37.72984871,145.0332991,2.0,1.0,house,1.0,2026-04-18,220.0,"$607,000"
property-house-vic-reservoir-150276536,Reservoir,3073,11 Rathcown Road,-37.710946,145.033482,5.0,2.0,house,2.0,2026-04-17,650.0,"$1,068,000"
property-house-vic-reservoir-150900888,Reservoir,3073,39 Miranda Road,-37.707521,145.022683,3.0,1.0,house,2.0,2026-04-15,892.0,"$1,120,000"
property-house-vic-reservoir-150619712,Reservoir,3073,26 Lloyd Avenue,-37.698187,145.018009,3.0,1.0,house,3.0,2026-04-15,544.0,"$790,000"
property-house-vic-reservoir-150576088,Reservoir,3073,92 Arundel Avenue,-37.695945,145.013283,2.0,2.0,house,4.0,2026-04-14,652.0,"$900,000"
property-townhouse-vic-reservoir-150504728,Reservoir,3073,2/75 Barton Street,-37.71149473,145.0013691,2.0,1.0,townhouse,1.0,2026-04-13,121.0,"$615,000"
property-house-vic-reservoir-150613056,Reservoir,3073,745 Gilbert Road,-37.720265,144.992858,3.0,1.0,house,5.0,2026-04-11,664.0,"$975,000"
property-house-vic-reservoir-150589060,Reservoir,3073,2 Loddon Avenue,-37.723584,145.02718,3.0,1.0,house,2.0,2026-04-11,758.0,"$915,500"
property-house-vic-reservoir-150581004,Reservoir,3073,52 Allenby Avenue,-37.701511,145.005513,3.0,2.0,house,3.0,2026-04-11,667.0,"$910,000"
property-unit-vic-reservoir-150614288,Reservoir,3073,3/81 Rathcown Road,-37.70978329,145.0242379,2.0,1.0,unit,1.0,2026-04-11,198.0,"$610,000"
property-house-vic-reservoir-150102708,Reservoir,3073,1 Jenkin Street,-37.72194253,144.9879894,2.0,1.0,house,1.0,2026-04-07,327.0,"$670,000"
property-house-vic-reservoir-150478708,Reservoir,3073,20 Daventry Street,-37.714141,145.001588,2.0,1.0,house,1.0,2026-04-02,613.0,"$952,000"
property-unit-vic-reservoir-150303444,Reservoir,3073,4/34 Barton Street,-37.71140824,145.0033091,2.0,1.0,unit,1.0,2026-04-02,118.0,"$530,000"
property-house-vic-reservoir-150553152,Reservoir,3073,73 Burbank Drive,-37.69895,145.027505,3.0,1.0,house,4.0,2026-04-01,585.0,"$1,027,000"
property-house-vic-reservoir-150451628,Reservoir,3073,53 Newton Street,-37.731295,145.022652,5.0,2.0,house,3.0,2026-03-28,508.0,"$1,050,000"
property-townhouse-vic-reservoir-150421048,Reservoir,3073,10A Dumbarton Street,-37.70135381,145.0242823,3.0,2.0,townhouse,2.0,2026-03-27,220.0,"$873,000"
property-townhouse-vic-reservoir-150148228,Reservoir,3073,2/13 Erskine Avenue,-37.72349354,145.0249988,2.0,2.0,townhouse,1.0,2026-03-27,89.0,"$630,000"
property-house-vic-reservoir-150486552,Reservoir,3073,27 Moira Avenue,-37.69464,144.980008,4.0,2.0,house,2.0,2026-03-26,544.0,"$960,000"
property-house-vic-reservoir-150486416,Reservoir,3073,68 Dumbarton Street,-37.70214999,145.030841,3.0,1.0,house,1.0,2026-03-26,478.0,"$752,000"
property-house-vic-reservoir-150500476,Reservoir,3073,25a Moore Crescent,-37.719686,145.000691,5.0,3.0,house,2.0,2026-03-25,324.0,"$1,509,000"
property-house-vic-reservoir-150244996,Reservoir,3073,5 Joffre Street,-37.730213,145.012492,3.0,1.0,house,2.0,2026-03-25,538.0,"$1,300,000"
property-townhouse-vic-reservoir-150473140,Reservoir,3073,1/73 Crookston Road,-37.70993514,145.0170091,3.0,2.0,townhouse,2.0,2026-03-25,215.0,"$870,000"
property-house-vic-reservoir-149375492,Reservoir,3073,87 McFadzean Avenue,-37.703249,144.997049,3.0,1.0,house,2.0,2026-03-24,866.0,"$1,065,000"
property-house-vic-reservoir-150472952,Reservoir,3073,16 Dawson Street,-37.700315,144.987748,3.0,2.0,house,4.0,2026-03-23,658.0,"$1,325,000"
property-house-vic-reservoir-150380872,Reservoir,3073,15 Clinnick Street,-37.72004,144.998741,3.0,1.0,house,4.0,2026-03-21,505.0,"$1,130,000"
property-house-vic-reservoir-150399296,Reservoir,3073,13 Amery Street,-37.698665,144.988235,3.0,2.0,house,4.0,2026-03-21,558.0,"$1,115,000"
property-house-vic-reservoir-149186228,Reservoir,3073,13 Anstey Avenue,-37.692513,144.976811,3.0,1.0,house,3.0,2026-03-21,530.0,"$732,000"
property-unit-vic-reservoir-150402940,Reservoir,3073,1/18 Winter Crescent,-37.71920448,145.02818,2.0,1.0,unit,1.0,2026-03-19,312.0,"$735,000"
property-house-vic-reservoir-150327504,Reservoir,3073,10 Tivey Street,-37.706073,145.002009,4.0,2.0,house,2.0,2026-03-18,769.0,"$1,670,000"
property-house-vic-reservoir-150418112,Reservoir,3073,33 Charlton Crescent,-37.71847,145.023685,3.0,2.0,house,2.0,2026-03-17,590.0,"$948,000"
property-house-vic-reservoir-150401364,Reservoir,3073,47 Lane Crescent,-37.713431,145.018794,3.0,1.0,house,5.0,2026-03-17,636.0,"$840,000"
property-unit-vic-reservoir-150489000,Reservoir,3073,2/10 Acheron Avenue,-37.72373986,145.0170335,2.0,1.0,unit,1.0,2026-03-17,109.0,"$601,000"
property-townhouse-vic-reservoir-149991008,Reservoir,3073,1/11 Elsey Road,-37.70552565,145.0137967,3.0,2.0,townhouse,2.0,2026-03-16,187.0,"$745,000"
property-house-vic-reservoir-150345500,Reservoir,3073,27 Marchant Avenue,-37.714821,145.012529,3.0,2.0,house,4.0,2026-03-14,650.0,"$1,220,000"
property-house-vic-reservoir-150265668,Reservoir,3073,27 Broadhurst Avenue,-37.708709,145.005478,3.0,1.0,house,5.0,2026-03-14,836.0,"$1,002,000"
property-house-vic-reservoir-150330628,Reservoir,3073,45 Frankston Street,-37.724709,144.997696,2.0,1.0,house,2.0,2026-03-14,309.0,"$975,000"
property-house-vic-reservoir-150336580,Reservoir,3073,47 Kelsby Street,-37.712249,144.998463,2.0,1.0,house,1.0,2026-03-14,498.0,"$883,000"
property-house-vic-reservoir-150348004,Reservoir,3073,17 Colthur Street,-37.70957,144.990368,3.0,1.0,house,2.0,2026-03-14,418.0,"$818,000"
property-house-vic-reservoir-150339168,Reservoir,3073,35 Erskine Avenue,-37.72211,145.02419,2.0,1.0,house,1.0,2026-03-14,656.0,"$813,000"
property-house-vic-reservoir-150257260,Reservoir,3073,32 Cheddar Road,-37.711741,145.011579,2.0,1.0,house,2.0,2026-03-14,585.0,"$775,000"
property-unit-vic-reservoir-150228492,Reservoir,3073,1/11 Erskine Avenue,-37.72351912,145.0251691,2.0,1.0,unit,2.0,2026-03-14,279.0,"$696,000"
property-house-vic-reservoir-150244488,Reservoir,3073,203 Spring Street,-37.721493,145.002571,3.0,1.0,house,2.0,2026-03-14,579.0,"$650,000"
property-house-vic-reservoir-146109304,Reservoir,3073,26 Spratling Street,-37.716421,144.995242,3.0,1.0,house,2.0,2026-03-13,892.0,"$1,390,000"
property-house-vic-reservoir-150409200,Reservoir,3073,74 Strathmerton Street,-37.71259471,145.0163473,3.0,2.0,house,2.0,2026-03-13,284.0,"$880,000"
property-unit-vic-reservoir-149673340,Reservoir,3073,2/22 Dumbarton Street,-37.701487,145.025588,2.0,1.0,unit,6.0,2026-03-13,388.0,"$670,000"
property-unit-vic-reservoir-150252580,Reservoir,3073,4/1067 High Street,-37.69823113,145.0106278,2.0,1.0,unit,1.0,2026-03-10,83.0,"$450,000"
property-house-vic-reservoir-150244980,Reservoir,3073,25 Locksley Avenue,-37.722974,144.994249,3.0,1.0,house,3.0,2026-03-07,555.0,"$1,162,000"
property-house-vic-reservoir-150242556,Reservoir,3073,27 Newton Street,-37.731726,145.02634,3.0,1.0,house,2.0,2026-03-07,612.0,"$862,000"
property-house-vic-reservoir-150254732,Reservoir,3073,14 Clements Grove,-37.714059,145.023462,3.0,1.0,house,2.0,2026-03-07,697.0,"$846,000"
property-unit-vic-reservoir-150248844,Reservoir,3073,2/21 Dumbarton Street,-37.70181936,145.0257717,3.0,1.0,unit,1.0,2026-03-07,371.0,"$800,000"
property-house-vic-reservoir-150285584,Reservoir,3073,773 Plenty Road,-37.726843,145.020524,2.0,1.0,house,4.0,2026-03-03,706.0,"$987,500"
property-house-vic-reservoir-149999896,Reservoir,3073,1/6 Aberdeen Street,-37.7034477,145.0186282,3.0,1.0,house,2.0,2026-03-03,392.0,"$715,000"
property-house-vic-reservoir-150205692,Reservoir,3073,9 Mack Street,-37.70202,145.013869,4.0,1.0,house,2.0,2026-02-28,774.0,"$1,465,000"
property-house-vic-reservoir-150179128,Reservoir,3073,56 Tambo Avenue,-37.719545,145.019028,3.0,1.0,house,7.0,2026-02-28,637.0,"$1,325,000"
property-house-vic-reservoir-150156872,Reservoir,3073,42 Drysdale Street,-37.729087,145.02051,4.0,2.0,house,2.0,2026-02-28,748.0,"$1,317,000"
property-house-vic-reservoir-150133956,Reservoir,3073,8 Bray Street,-37.699446,144.988555,4.0,2.0,house,4.0,2026-02-28,766.0,"$1,220,000"
property-house-vic-reservoir-150208376,Reservoir,3073,35 Elliot Street,-37.706126,144.997709,3.0,1.0,house,4.0,2026-02-28,502.0,"$930,000"
property-house-vic-reservoir-150190592,Reservoir,3073,20 Suffolk Street,-37.7072077,145.0115205,4.0,2.0,house,2.0,2026-02-28,282.0,"$908,000"
property-house-vic-reservoir-150194024,Reservoir,3073,42 Moira Avenue,-37.69638,144.981084,3.0,1.0,house,2.0,2026-02-28,534.0,"$887,000"
property-house-vic-reservoir-150179560,Reservoir,3073,159 Henty Street,-37.717949,144.989166,3.0,1.0,house,3.0,2026-02-28,558.0,"$833,000"
property-unit-vic-reservoir-150277848,Reservoir,3073,3/63 Kinsale Street,-37.71942935,144.9954495,1.0,1.0,unit,1.0,2026-02-27,106.0,"$478,750"
property-house-vic-reservoir-150122764,Reservoir,3073,10 Wattlebird Crescent,-37.69362511,144.984943,6.0,4.0,house,4.0,2026-02-26,557.0,"$1,500,000"
property-house-vic-reservoir-150174580,Reservoir,3073,40 Mason Street,-37.728008,145.007309,3.0,1.0,house,3.0,2026-02-26,763.0,"$1,350,000"
property-house-vic-reservoir-150104572,Reservoir,3073,102 Massey Avenue,-37.69691525,144.990967,3.0,2.0,house,2.0,2026-02-26,571.0,"$987,500"
property-house-vic-reservoir-150244972,Reservoir,3073,11 Tunaley Parade,-37.697099,145.024559,3.0,1.0,house,3.0,2026-02-26,586.0,"$940,000"
property-house-vic-reservoir-150174588,Reservoir,3073,16 Nisbett Street,-37.727894,145.03376,3.0,1.0,house,4.0,2026-02-26,581.0,"$780,000"
property-townhouse-vic-reservoir-150179360,Reservoir,3073,2/44 Storey Road,-37.723299,145.011826,3.0,2.0,townhouse,2.0,2026-02-25,182.0,"$860,000"
property-house-vic-reservoir-150086528,Reservoir,3073,7 Barwon Avenue,-37.724101,145.024148,4.0,3.0,house,3.0,2026-02-23,708.0,"$1,530,000"
property-house-vic-reservoir-149653136,Reservoir,3073,23 Lloyd Avenue,-37.698159,145.015276,3.0,1.0,house,4.0,2026-02-23,564.0,"$950,000"
property-house-vic-reservoir-150103124,Reservoir,3073,60 Winter Crescent,-37.716982,145.02579,3.0,1.0,house,2.0,2026-02-23,586.0,"$880,000"
property-unit-vic-reservoir-150178972,Reservoir,3073,1/30 Ashley Street,-37.71713453,145.0024269,2.0,1.0,unit,1.0,2026-02-23,91.0,"$502,355"
property-house-vic-reservoir-150102720,Reservoir,3073,39 Gellibrand Crescent,-37.705442,145.004125,3.0,1.0,house,2.0,2026-02-21,916.0,"$1,220,000"
property-house-vic-reservoir-150128404,Reservoir,3073,3 Best Street,-37.714518,144.996734,4.0,1.0,house,2.0,2026-02-21,624.0,"$1,177,000"
property-house-vic-reservoir-150114016,Reservoir,3073,15 Grimwade Street,-37.703167,145.004957,3.0,2.0,house,2.0,2026-02-21,891.0,"$1,170,000"
property-house-vic-reservoir-150099180,Reservoir,3073,60 Seston Street,-37.728275,145.034708,3.0,1.0,house,2.0,2026-02-21,329.0,"$640,000"
property-house-vic-reservoir-149632504,Reservoir,3073,31A Locksley Avenue,-37.722912,144.993785,4.0,3.0,house,2.0,2026-02-20,280.0,"$1,400,000"
property-townhouse-vic-reservoir-150134024,Reservoir,3073,1/13 McCrae Street,-37.70523348,145.0102049,2.0,1.0,townhouse,1.0,2026-02-18,190.0,"$770,000"
property-unit-vic-reservoir-149669004,Reservoir,3073,2/10 Dorrington Avenue,-37.7267195,145.0258468,2.0,1.0,unit,2.0,2026-02-17,240.0,"$645,000"
property-townhouse-vic-reservoir-150113256,Reservoir,3073,1/148 Boldrewood Parade,-37.71213058,145.0229625,3.0,2.0,townhouse,2.0,2026-02-14,248.0,"$840,000"
property-townhouse-vic-reservoir-149994216,Reservoir,3073,2/1 Maritana Avenue,-37.72945479,144.9972639,3.0,2.0,townhouse,2.0,2026-02-07,173.0,"$1,078,000"
property-townhouse-vic-reservoir-149935252,Reservoir,3073,3/7 Odowd Street,-37.71887753,145.0157084,2.0,2.0,townhouse,2.0,2026-02-07,144.0,"$850,000"
property-house-vic-reservoir-149942724,Reservoir,3073,125 Darebin Boulevard,-37.702484,145.032935,3.0,1.0,house,3.0,2026-02-07,976.0,"$845,000"
property-house-vic-reservoir-150003744,Reservoir,3073,59 Mahoneys Road,-37.69391,144.999569,3.0,1.0,house,2.0,2026-02-07,828.0,"$838,000"
property-unit-vic-reservoir-149966120,Reservoir,3073,1/32 O'Connor Street,-37.7104169,145.004534,2.0,1.0,unit,1.0,2026-02-07,134.0,"$650,000"
property-house-vic-reservoir-150102684,Reservoir,3073,7 Gloucester Street,-37.722141,144.996154,2.0,1.0,house,1.0,2026-02-06,632.0,"$1,000,000"
property-house-vic-reservoir-148666596,Reservoir,3073,130 Hughes Parade,-37.697135,144.993086,4.0,3.0,house,4.0,2026-02-03,533.0,"$1,180,000"
property-unit-vic-reservoir-150009496,Reservoir,3073,2/61 Barton Street,-37.71189381,145.0023605,3.0,2.0,unit,1.0,2026-02-03,303.0,"$875,000"
property-house-vic-reservoir-149668996,Reservoir,3073,16 Frankston Street,-37.724637,144.999854,2.0,1.0,house,2.0,2026-02-03,311.0,"$810,000"
property-house-vic-reservoir-149910644,Reservoir,3073,54 Acheron Avenue,-37.719551,145.017791,4.0,2.0,house,4.0,2026-01-31,682.0,"$1,060,000"
property-house-vic-reservoir-149942916,Reservoir,3073,18 Gisborne Crescent,-37.719834,145.02391,3.0,1.0,house,3.0,2026-01-31,601.0,"$908,000"
property-unit-vic-reservoir-149942908,Reservoir,3073,3/3 Gladstone Street,-37.71180103,145.0095023,2.0,1.0,unit,2.0,2026-01-31,871.0,"$633,500"
property-unit-vic-reservoir-149951832,Reservoir,3073,2/42 Harbury Street,-37.71248546,145.0003102,2.0,1.0,unit,1.0,2026-01-31,67.0,"$455,000"
property-unit-vic-reservoir-149935648,Reservoir,3073,1/78 Strathmerton Street,-37.7124047,145.0161666,2.0,1.0,unit,1.0,2026-01-29,239.0,"$580,000"
property-house-vic-reservoir-149553000,Reservoir,3073,8 Marchant Avenue,-37.715699,145.011666,4.0,3.0,house,2.0,2026-01-21,650.0,"$1,380,000"
property-house-vic-reservoir-148412780,Reservoir,3073,1055 High Street,-37.699501,145.010409,3.0,1.0,house,4.0,2026-01-21,955.0,"$965,000"
property-unit-vic-reservoir-149683976,Reservoir,3073,1/215 Spring Street,-37.72067687,145.0034743,2.0,1.0,unit,1.0,2026-01-21,320.0,"$630,000"
property-unit-vic-reservoir-149611124,Reservoir,3073,2/110 North Road,-37.72264548,145.0153113,2.0,1.0,unit,1.0,2026-01-21,697.0,"$455,000"
property-house-vic-reservoir-149780548,Reservoir,3073,39 Frankston Street,-37.724752,144.998138,3.0,1.0,house,2.0,2026-01-16,472.0,"$930,000"
property-house-vic-reservoir-149677144,Reservoir,3073,1093 High Street,-37.695717,145.010487,4.0,2.0,house,1.0,2026-01-05,575.0,"$825,000"
property-house-vic-reservoir-149151092,Reservoir,3073,19 Keon Parade,-37.696064,145.019835,3.0,1.0,house,4.0,2025-12-31,575.0,"$756,000"
property-house-vic-reservoir-149251600,Reservoir,3073,1/64 Seston Street,-37.72781187,145.034795,2.0,2.0,house,1.0,2025-12-24,266.0,"$600,000"
property-townhouse-vic-reservoir-149600352,Reservoir,3073,2/3 Loddon Avenue,-37.72372915,145.0266231,3.0,2.0,townhouse,1.0,2025-12-23,784.0,"$718,000"
property-house-vic-reservoir-149867840,Reservoir,3073,2/7 St Vigeons Road,-37.7075698,145.0315758,3.0,2.0,house,2.0,2025-12-21,251.0,"$675,000"
property-house-vic-reservoir-149517384,Reservoir,3073,71 Powell Street,-37.726172,144.996806,5.0,3.0,house,3.0,2025-12-20,592.0,"$1,225,000"
property-house-vic-reservoir-147493392,Reservoir,3073,8 Moore Crescent,-37.720774,145.002125,3.0,2.0,house,4.0,2025-12-20,488.0,"$950,000"
property-house-vic-reservoir-149668936,Reservoir,3073,109 St Vigeons Road,-37.706076,145.019262,3.0,1.0,house,3.0,2025-12-19,747.0,"$880,000"
property-house-vic-reservoir-148364288,Reservoir,3073,6 Kyneton Avenue,-37.71831,145.024904,3.0,1.0,house,1.0,2025-12-19,594.0,"$847,500"
property-unit-vic-reservoir-149467940,Reservoir,3073,8/544 Gilbert Road,-37.728324,144.991926,1.0,1.0,unit,1.0,2025-12-19,622.0,"$387,000"
property-unit-vic-reservoir-149719148,Reservoir,3073,4/70 Purinuan Road,-37.70858045,145.0255303,1.0,1.0,unit,1.0,2025-12-19,66.0,"$341,000"
property-house-vic-reservoir-149803320,Reservoir,3073,78 Miranda Road,-37.706755,145.018926,4.0,1.0,house,2.0,2025-12-18,743.0,"$950,000"
property-house-vic-reservoir-149450204,Reservoir,3073,8 Taylor Avenue,-37.721959,144.999234,3.0,1.0,house,5.0,2025-12-17,547.0,"$1,241,000"
property-house-vic-reservoir-148866764,Reservoir,3073,75 Rathcown Road,-37.71002,145.026043,3.0,2.0,house,4.0,2025-12-17,586.0,"$1,150,000"
property-house-vic-reservoir-149708388,Reservoir,3073,6 Mais Street,-37.708184,145.027804,4.0,1.0,house,1.0,2025-12-17,743.0,"$905,000"
property-townhouse-vic-reservoir-149812976,Reservoir,3073,1/64 Hickford Street,-37.7053027,145.0241577,2.0,1.0,townhouse,1.0,2025-12-16,234.0,"$650,000"
property-house-vic-reservoir-149653148,Reservoir,3073,57 Dredge Street,-37.69621,144.993303,4.0,2.0,house,8.0,2025-12-13,855.0,"$1,500,000"
property-house-vic-reservoir-149668984,Reservoir,3073,19 Keely Street,-37.697612,144.999991,3.0,2.0,house,5.0,2025-12-13,818.0,"$1,022,500"
property-house-vic-reservoir-149680444,Reservoir,3073,87 Cheddar Road,-37.706533,145.014327,3.0,1.0,house,2.0,2025-12-13,568.0,"$811,000"
property-townhouse-vic-reservoir-149669064,Reservoir,3073,12/47-53 Edwardes Street,-37.71622843,145.003646,3.0,2.0,townhouse,1.0,2025-12-13,144.0,"$755,000"
property-unit-vic-reservoir-149673492,Reservoir,3073,2/43 Byfield Street,-37.71322544,145.0040292,1.0,1.0,unit,1.0,2025-12-13,608.0,"$446,000"
property-house-vic-reservoir-149700428,Reservoir,3073,37 Home Street,-37.725923,145.019947,3.0,1.0,house,4.0,2025-12-12,744.0,"$1,155,000"
property-house-vic-reservoir-149689640,Reservoir,3073,77 Cheddar Road,-37.707165,145.013856,3.0,1.0,house,1.0,2025-12-12,640.0,"$870,000"
property-house-vic-reservoir-149598640,Reservoir,3073,32 Andrews Avenue,-37.72986894,145.0334603,4.0,2.0,house,2.0,2025-12-12,399.0,"$850,000"
property-townhouse-vic-reservoir-149765708,Reservoir,3073,3/81 Arundel Avenue,-37.69630637,145.0139811,2.0,1.0,townhouse,1.0,2025-12-11,114.0,"$585,000"
property-house-vic-reservoir-149673532,Reservoir,3073,70 Queen Street,-37.726979,145.007767,3.0,2.0,house,2.0,2025-12-10,486.0,"$1,413,000"
property-unit-vic-reservoir-149520428,Reservoir,3073,6/27 Lake Street,-37.7170524,144.9897248,2.0,1.0,unit,1.0,2025-12-10,146.0,"$518,500"
property-house-vic-reservoir-149237396,Reservoir,3073,5 Kelverne Street,-37.7148,144.982626,3.0,1.0,house,3.0,2025-12-09,492.0,"$882,500"
property-house-vic-reservoir-149735384,Reservoir,3073,14 Hillcroft Street,-37.719225,144.988972,3.0,1.0,house,2.0,2025-12-08,554.0,"$950,000"
property-house-vic-reservoir-149617224,Reservoir,3073,10 Locksley Avenue,-37.723185,144.998713,4.0,2.0,house,3.0,2025-12-06,516.0,"$1,470,000"
property-house-vic-reservoir-149581928,Reservoir,3073,90 Broadhurst Avenue,-37.7076,144.99641,3.0,1.0,house,2.0,2025-12-06,841.0,"$1,015,000"
property-house-vic-reservoir-149598656,Reservoir,3073,19 Royal Parade,-37.7155615,145.0093671,2.0,2.0,house,2.0,2025-12-06,581.0,"$1,010,000"
property-house-vic-reservoir-149598628,Reservoir,3073,44 Hobbs Crescent,-37.707485,145.003457,3.0,1.0,house,3.0,2025-12-06,845.0,"$1,000,000"
property-townhouse-vic-reservoir-149602648,Reservoir,3073,36A Lane Crescent,-37.71414661,145.0181731,4.0,3.0,townhouse,2.0,2025-12-06,199.0,"$840,000"
property-townhouse-vic-reservoir-149602336,Reservoir,3073,21 Eisenhower Street,-37.72908381,145.0270262,2.0,2.0,townhouse,4.0,2025-12-06,337.0,"$813,000"
property-house-vic-reservoir-149601960,Reservoir,3073,12 Churchill Avenue,-37.692926,144.976222,3.0,1.0,house,4.0,2025-12-06,532.0,"$730,000"
property-house-vic-reservoir-149593892,Reservoir,3073,31 Drysdale Street,-37.729726,145.023171,3.0,1.0,house,1.0,2025-12-05,535.0,"$825,000"
property-unit-vic-reservoir-149619852,Reservoir,3073,3/14 Goulburn Avenue,-37.72420827,145.0220363,2.0,2.0,unit,1.0,2025-12-05,175.0,"$720,000"
property-house-vic-reservoir-149602684,Reservoir,3073,35 Fordham Road,-37.714252,145.019362,3.0,1.0,house,2.0,2025-12-04,711.0,"$893,000"
property-unit-vic-reservoir-149483876,Reservoir,3073,2/29 Kirby Street,-37.73089755,145.0330738,3.0,1.0,unit,1.0,2025-12-03,205.0,"$610,000"
property-house-vic-reservoir-149700548,Reservoir,3073,61 Powell Street,-37.726285,144.99762,3.0,1.0,house,4.0,2025-12-02,605.0,"$1,030,000"
property-house-vic-reservoir-149504064,Reservoir,3073,39 Crispe Street,-37.725836,144.994557,4.0,2.0,house,2.0,2025-11-29,625.0,"$1,400,000"
property-house-vic-reservoir-149575672,Reservoir,3073,7 Best Street,-37.714266,144.996786,4.0,2.0,house,4.0,2025-11-29,699.0,"$1,310,000"
property-house-vic-reservoir-149462372,Reservoir,3073,49 Hobbs Crescent,-37.707056,145.004184,3.0,1.0,house,2.0,2025-11-29,877.0,"$1,000,000"
property-house-vic-reservoir-149540900,Reservoir,3073,29 Cuthbert Road,-37.71711274,145.0177453,3.0,2.0,house,2.0,2025-11-29,302.0,"$916,000"
property-unit-vic-reservoir-149498960,Reservoir,3073,4/47 Barton Street,-37.71203514,145.0034023,3.0,2.0,unit,2.0,2025-11-29,232.0,"$818,000"
property-unit-vic-reservoir-149559180,Reservoir,3073,1/12 Willoughby Street,-37.71801081,144.9962993,2.0,1.0,unit,1.0,2025-11-29,132.0,"$718,000"
property-unit-vic-reservoir-149535712,Reservoir,3073,19/47 Rathcown Road,-37.71181615,145.0295865,2.0,1.0,unit,1.0,2025-11-29,151.0,"$495,000"
property-unit-vic-reservoir-149532136,Reservoir,3073,6/36 Willoughby Street,-37.71633326,144.9966093,2.0,1.0,unit,1.0,2025-11-29,90.0,"$486,000"
property-house-vic-reservoir-149735408,Reservoir,3073,57 Glasgow Avenue,-37.704347,145.000695,3.0,1.0,house,3.0,2025-11-28,592.0,"$781,000"
property-unit-vic-reservoir-149506660,Reservoir,3073,15A Nisbett Street,-37.72819485,145.0340589,1.0,1.0,unit,1.0,2025-11-27,147.0,"$530,000"
property-townhouse-vic-reservoir-147608580,Reservoir,3073,2/45 St Vigeons Road,-37.70692355,145.0262684,2.0,1.0,townhouse,1.0,2025-11-27,96.0,"$515,000"
property-unit-vic-reservoir-149596156,Reservoir,3073,6/4 Leamington Street,-37.71286685,145.0071189,1.0,1.0,unit,1.0,2025-11-27,116.0,"$448,000"
